ключ_клиента,total_spend,total_cashback,avg_cashback_rate,supermarket_share,diversity_score,n_active_categories,возраст,пол
111,2638103.0,0.0,0.076978,0.3663117253393612,0.1030260201636037,8,37,F
112,1554782.0,76981.0,0.074119,0.1338979096848983,0.1073511747758724,13,34,M
113,3897582.0,46348.0,0.069488,0.5448704617346377,0.0694489315885125,4,38,M
114,1087149.0,11238.0,0.056594,0.1189725418764462,0.07768276477141,7,38,F
115,259080.0,8685.0,0.005512,0.3351800852738455,0.119365457045814,9,49,F
116,1827868.0,0.0,0.018109,0.2588146019817151,0.0567455114604845,5,46,M
117,2474084.0,48212.0,0.015886,0.0384492485482378,0.0889767783509295,10,44,F
118,1238915.0,30461.0,0.0386,0.4390267888606622,0.1001794872283161,2,38,M
119,2796546.0,8522.0,0.045709,0.1927630500100093,0.1168635790298331,16,38,M
120,924297.0,0.0,0.038946,0.2917404797828452,0.0492032062502539,12,45,M
121,3214429.0,54149.0,0.025979,0.725825360866643,0.1387971356133844,15,32,F
122,1523141.0,8236.0,0.018769,0.3695117122079657,0.1390233763149011,14,25,F
123,1313830.0,32365.0,0.019461,0.3269920769619653,0.1432506453243866,17,32,F
124,1688662.0,85606.0,0.038507,0.5330282108777357,0.0969347498625956,2,42,M
125,3489234.0,0.0,0.020635,0.5187790711832295,0.0656840287661349,7,43,F
126,348914.0,61774.0,0.051634,0.1858042135665956,0.093941647318449,3,22,F
127,4259742.0,12696.0,0.069778,0.3579096655611264,0.1829960248809501,7,16,F
128,2363145.0,68860.0,0.0024,0.2301127803967474,0.138185552061785,14,24,F
129,541178.0,49141.0,0.027674,0.3439788491393736,0.1308094510872492,2,30,F
130,2416011.0,0.0,0.022437,0.198611719878386,0.1287206595928846,17,42,F
131,1726506.0,36761.0,0.058977,0.5228018099613756,0.1234750222049468,15,41,M
132,4900424.0,33255.0,0.028736,0.1215379560137939,0.0774809262353626,8,37,F
133,3315535.0,28967.0,0.013301,0.3556063116762962,0.0756869367508823,9,42,M
134,1589572.0,3512.0,0.004574,0.3227648318633939,0.065657871131203,9,36,F
135,2958549.0,26656.0,0.016525,0.3492936638525398,0.1323519660432657,14,23,F
136,1953919.0,45329.0,0.020539,0.3370400891476744,0.1407102021015127,1,39,F
137,5842490.0,36011.0,0.061678,0.3433309341381538,0.0937467296743936,11,32,F
138,278923.0,0.0,0.051131,0.105203548698438,0.0880738332634505,6,43,M
139,1726217.0,47379.0,0.010985,0.3755798311808302,0.0948398838347953,9,44,M
140,2155677.0,35767.0,0.024887,0.3619209467807495,0.1220871602777367,8,50,M
141,2432130.0,26040.0,0.034003,0.1683400500254013,0.0542655581037602,13,39,M
142,2808350.0,0.0,0.050152,0.3065644741227588,0.1240130006439369,12,27,F
143,6174773.0,150.0,0.02298,0.1765912146728148,0.1121699130980246,16,35,M
144,213.0,42941.0,0.017397,0.3207369684487332,0.1004901364809904,17,37,M
145,2131151.0,44290.0,0.041674,0.4325891965444173,0.1883216737983043,16,27,M
146,2672651.0,51101.0,0.027465,0.2502625025745989,0.1320492263565097,17,26,M
147,7029823.0,17861.0,0.075352,0.2837175608101813,0.0887520988535079,6,20,F
148,4449680.0,6327.0,0.021973,0.56358898638097,0.083340742259775,14,21,F
149,1460345.0,100475.0,0.030258,0.4679116682603952,0.1091860674634369,14,36,M
150,1932946.0,22610.0,0.042935,0.3296543555655569,0.1255784939630401,2,25,F
151,5208899.0,30525.0,0.023025,0.2775005034681626,0.1182737494901408,7,45,F
152,3272962.0,20261.0,0.115432,0.2914763098992237,0.1048198692663739,14,39,M
153,1030623.0,39210.0,0.06019,0.1344382161656836,0.13091709574861,15,35,F
154,2225948.0,62210.0,0.058418,0.2064275948963253,0.171776841764028,9,36,F
155,1913086.0,26467.0,0.044612,0.3577228607852756,0.1356445351480067,11,23,F
156,602250.0,0.0,0.057752,0.4911447027298864,0.1316067840654544,1,40,F
157,2105743.0,62191.0,0.005633,0.0841419662183705,0.0717340892242677,7,29,F
158,2003240.0,23116.0,0.060738,0.2521965509953899,0.1254051867656715,1,35,F
159,724995.0,0.0,0.045687,0.4136431222323632,0.1113420265519776,13,37,F
160,2045685.0,27514.0,0.028638,0.1505324449131081,0.1089433970948604,11,47,F
161,1505364.0,0.0,0.000137,0.2573858600490077,0.1181154939891505,6,24,F
162,4931057.0,0.0,0.032636,0.3112917521926467,0.1694913041590965,11,48,F
163,3747701.0,61226.0,0.036679,0.3570718921298115,0.147044422205123,5,47,M
164,5116274.0,7569.0,0.040669,0.2815711359979275,0.1313168844377134,10,28,F
165,618664.0,4614.0,0.008567,0.4364102018487842,0.132729779374967,17,34,F
166,5772241.0,78360.0,0.084302,0.2062446834363394,0.1256811821103278,4,40,M
167,5405320.0,7736.0,0.088003,0.6774781197810311,0.0878587548512876,16,44,M
168,1886419.0,40864.0,0.087971,0.1090719324601011,0.1056803957044268,2,20,M
169,1772957.0,0.0,0.025769,0.1433640516397512,0.0372187425248322,6,30,F
170,1923318.0,28937.0,0.006706,0.4959574700850666,0.1623495640005677,4,38,M
171,727867.0,0.0,0.019655,0.322241671701326,0.1599798344338044,7,27,F
172,6460030.0,40226.0,0.040787,0.4107423818741968,0.1737865465084445,4,14,F
173,3267699.0,0.0,0.077515,0.2792209014447414,0.1111062497407267,15,46,F
174,1889481.0,39382.0,0.055989,0.3154121848233236,0.0981336948565267,9,44,F
175,2530552.0,41545.0,0.018531,0.4702033049618001,0.1146954720922298,4,33,M
176,6169347.0,0.0,0.019719,0.2593925381373316,0.0996441802456182,14,55,M
177,3872133.0,0.0,0.0417,0.2777304851284314,0.1199758586470933,9,37,F
178,4555141.0,0.0,0.042918,0.4859515161902022,0.1421636432568788,4,28,F
179,4261350.0,70103.0,0.049352,0.0897837313614042,0.0921598419752305,12,33,F
180,5676534.0,43281.0,0.046092,0.463931253401442,0.136584794319646,13,18,M
181,2469859.0,192.0,0.008303,0.3792698696191267,0.124433657357331,3,31,F
182,5055072.0,23042.0,0.016761,0.5466967600105498,0.1018873275823675,13,28,F
183,3710911.0,0.0,0.038231,0.0,0.121331021096936,12,30,F
184,22034.0,0.0,0.029898,0.494276566726395,0.0439365693864319,2,18,F
185,110221.0,42692.0,0.037512,0.5161809158279798,0.0619911652874683,17,36,F
186,3124865.0,29952.0,0.047854,0.3739878653247611,0.0843930616592304,13,25,M
187,734822.0,38282.0,0.103396,0.3352487629643767,0.1000296703129661,6,21,M
188,1593394.0,51191.0,0.011716,0.3164872181574879,0.1649909813007478,16,44,F
189,3576564.0,0.0,0.054333,0.4368940919271658,0.1220470968179577,1,53,M
190,2251300.0,18148.0,0.073041,0.3515854398819106,0.0880386784904644,5,17,M
191,2864489.0,10310.0,0.008995,0.5663755970519085,0.1298508364788049,14,26,F
192,2871426.0,26764.0,0.084505,0.4765767367582633,0.1221649415965741,7,34,M
193,5047924.0,0.0,0.057758,0.3831613264696906,0.1153712094060192,15,51,M
194,2464401.0,0.0,0.022375,0.3443698265330572,0.1734540983825834,12,37,F
195,3577169.0,30668.0,0.037735,0.3806294231157011,0.1427356532594567,9,31,M
196,4321122.0,52929.0,0.01226,0.3564880805929015,0.1153960105571597,12,24,F
197,1711645.0,27686.0,0.071114,0.367697759603328,0.0953904283021838,13,27,M
198,1717032.0,32239.0,0.004487,0.3699579200954669,0.0557993411644117,11,29,F
199,3993074.0,25272.0,0.037073,0.2341613392110705,0.1084760929016512,15,28,M
200,2512240.0,0.0,0.043238,0.2049820885087229,0.1558253261313204,13,26,F
201,565923.0,85816.0,0.039527,0.3054579781555324,0.1255300042947446,9,37,F
202,428527.0,66576.0,0.05042,0.332912466833896,0.130877821683343,14,36,M
203,3473511.0,3654.0,0.034495,0.3742915261650549,0.1072402007409814,8,32,M
204,451539.0,0.0,0.059899,0.3466842436664871,0.1242816209318547,1,31,M
205,3441749.0,46365.0,4.6e-05,0.3898794791060907,0.0910187215005956,13,38,M
206,3770302.0,18106.0,0.062933,0.2840465112884402,0.0465774925213006,16,31,F
207,2075321.0,29776.0,0.073643,0.2124304200536912,0.095185088487153,6,23,F
208,1326926.0,0.0,0.002275,0.350209547797522,0.1101791076818593,10,43,F
209,3113939.0,5708.0,0.042539,0.2762740357750334,0.1004005761060922,6,46,F
210,968869.0,37969.0,0.057373,0.1691236715249715,0.0931052429416887,6,30,M
211,803448.0,13286.0,0.016934,0.3908242013970345,0.0901176084086103,9,21,F
212,2177119.0,76220.0,0.021952,0.0,0.1222609321586344,8,36,M
213,1528610.0,2355.0,0.013393,0.5849648101665208,0.0899046987816388,11,41,M
214,505355.0,9073.0,0.07323,0.4573383884876461,0.136652446061933,13,35,F
215,802082.0,57710.0,0.054445,0.4674118865359465,0.1043534927563401,14,24,F
216,3876752.0,32231.0,0.030611,0.190476171493742,0.1150420540198986,7,32,F
217,3197924.0,75656.0,0.01471,0.3155757760604032,0.0689956853750013,11,36,M
218,778918.0,57381.0,0.001654,0.3564211745957886,0.0761810877179929,9,46,F
219,1766658.0,32493.0,0.040982,0.0,0.081473505710359,13,32,M
220,1326574.0,36657.0,0.045346,0.5099668077934545,0.0865986208338984,15,23,F
221,2710680.0,32965.0,0.06269,0.159762007958789,0.1146335607275535,7,43,M
222,4470360.0,0.0,0.017849,0.2853231683355908,0.1205301572472816,3,24,F
223,1570717.0,10504.0,0.053217,0.3424243304079343,0.1373220481313065,6,63,M
224,3786316.0,24543.0,0.064987,0.3834208701242708,0.1039500247540709,13,43,M
225,3949411.0,0.0,0.039811,0.3386631248866424,0.1364040591098139,4,23,F
226,1302229.0,0.0,0.027567,0.3759474339626134,0.1887491290587989,4,21,M
227,3916816.0,55585.0,0.013791,0.4428812565041576,0.0854367651168464,6,42,F
228,2246018.0,41350.0,0.033713,0.4475075451221413,0.094011554991968,3,38,F
229,1822806.0,9101.0,0.013886,0.4055338082295254,0.153057257970144,1,47,F
230,3780512.0,0.0,0.014849,0.196450515317242,0.2179381471200468,13,28,M
231,996108.0,21161.0,0.016484,0.2446893482522819,0.1530919038648526,16,36,F
232,2518114.0,13562.0,0.034617,0.4471189915348784,0.1317544630504007,4,25,F
233,1205993.0,34211.0,0.049108,0.5379593556905709,0.1316262889869159,16,56,F
234,3627299.0,19116.0,0.012958,0.0798538750543783,0.1183406859072198,14,33,M
235,4538729.0,32514.0,0.0904,0.4151060894868063,0.153500486194894,8,32,F
236,2063930.0,126642.0,0.026523,0.1225004382042989,0.1435680576243965,5,27,F
237,636539.0,0.0,0.037104,0.4986715219675353,0.0853010562300754,12,40,F
238,4203891.0,35409.0,0.032447,0.4881147018389385,0.1295549451402995,3,36,F
239,4505598.0,31078.0,0.01767,0.5379701704820352,0.1120631776180059,15,46,M
240,5609875.0,19721.0,0.101225,0.3703700923044241,0.0427152466237152,5,47,M
241,1351697.0,0.0,0.008671,0.3177582189211591,0.1363991436775888,1,28,F
242,2675171.0,27163.0,0.047425,0.5222879617815701,0.11600280848344,5,26,F
243,1739199.0,46137.0,0.016048,0.3733095923179266,0.0672780210680567,12,19,F
244,820965.0,1830.0,0.04313,0.1646318691899378,0.0814506854282108,1,39,M
245,4787787.0,64660.0,0.064208,0.254618683496158,0.0842713106356399,1,44,M
246,213.0,46753.0,0.056399,0.0253667034696774,0.1250622540202871,5,35,M
247,5905998.0,15185.0,0.066092,0.4494197151251532,0.1620564438239944,6,36,M
248,4139586.0,59747.0,0.05556,0.0862139734341787,0.0613954890804785,11,22,F
249,5284243.0,34369.0,0.009952,0.4423199044640064,0.1188380492977175,17,42,M
250,3734211.0,58272.0,0.021049,0.504727166115148,0.1490675341310241,2,27,M
251,3333049.0,60971.0,0.020781,0.513072432112878,0.077466699394265,7,36,M
252,2927563.0,26916.0,0.027868,0.3068272970950224,0.1000261084924571,17,43,M
253,3552760.0,22696.0,0.020702,0.5433846883183882,0.124520308621081,5,32,M
254,1149994.0,33875.0,0.013663,0.4962375706199347,0.1177421510249616,1,45,F
255,7599659.0,67700.0,0.001131,0.148234801853922,0.1093710123579214,3,25,F
256,2309420.0,52254.0,0.028816,0.2397172289685244,0.0868160484346005,6,42,F
257,4307191.0,63141.0,0.029956,0.0466198402097187,0.1265639690004475,6,40,M
258,2040137.0,73370.0,0.068211,0.2293895440578839,0.1433388962816607,13,37,M
259,6105442.0,34704.0,0.06272,0.3337642999634744,0.1603094156621534,16,37,F
260,234496.0,79180.0,0.048729,0.2879623539720536,0.1336487598966558,5,27,M
261,1053800.0,0.0,0.011591,0.3848399575136738,0.1173038081893816,6,45,M
262,1836354.0,0.0,0.050409,0.3402419018379375,0.093490223299981,3,25,F
263,3984380.0,16084.0,0.036875,0.4479684129952305,0.0610890109808495,6,27,F
264,3003818.0,51422.0,0.045141,0.2602896430096538,0.0860283345471217,11,36,M
265,3046372.0,14074.0,0.056362,0.1468733314297786,0.0958791906555912,13,14,M
266,1771721.0,0.0,0.025044,0.0622198771519413,0.1206220566222281,7,29,M
267,5154073.0,55971.0,0.049484,0.3181405866901196,0.0751289331641011,7,35,F
268,1334339.0,44557.0,0.026736,0.3216404871291242,0.0555423427537678,13,28,F
269,979499.0,15070.0,0.057841,0.2956585870314067,0.1464944018793771,9,47,M
270,3029728.0,53472.0,0.00141,0.4134153063983213,0.0333833907266019,4,24,M
271,4958775.0,42395.0,0.067636,0.4455436314172988,0.1131664467095842,11,46,M
272,1149364.0,30968.0,0.021259,0.1827171281339398,0.108206475807495,15,38,F
273,865332.0,0.0,0.025789,0.3075188411211728,0.1615275465025424,13,14,M
274,4934126.0,0.0,0.015744,0.2289688300485232,0.0784304996043351,7,24,F
275,3885496.0,39075.0,0.064184,0.3368296743107651,0.177967499750707,5,42,M
276,2828152.0,0.0,0.050149,0.4745085556271474,0.1128815323130022,8,32,M
277,3120814.0,72541.0,0.067965,0.2227573924124779,0.1715975643613221,1,26,F
278,5177881.0,65870.0,0.043066,0.2621965389899864,0.1084039210387919,17,28,F
279,6816701.0,93390.0,0.009823,0.6642188902474797,0.0787816953080802,17,37,F
280,3138758.0,88270.0,0.023747,0.2459113297419143,0.1158746581019174,8,21,F
281,5670372.0,0.0,0.038438,0.0421383511673489,0.1581415214029268,2,50,F
282,1224849.0,0.0,0.033552,0.0,0.1297824370805765,16,34,F
283,1333037.0,29331.0,0.03924,0.155139277421974,0.0875356899895145,14,36,F
284,6604136.0,87898.0,0.028899,0.2086489307732249,0.103443403683982,14,23,F
285,6347398.0,3838.0,0.06536,0.2080535495336322,0.1606444979623104,16,38,F
286,3109038.0,24098.0,0.021134,0.2015423533891857,0.1159229923300418,11,54,M
287,4594606.0,0.0,0.091605,0.2702346714654775,0.0922096971065852,16,21,M
288,1294333.0,58775.0,0.028739,0.2537775050074483,0.0765404617598399,12,29,M
289,711030.0,13613.0,0.101541,0.2219535310489762,0.1819919768710509,7,22,F
290,1859387.0,13137.0,0.046081,0.5284220303916936,0.1211749517134216,5,33,F
291,2311894.0,14711.0,0.040651,0.5946227639973616,0.1640911648263367,8,28,M
292,3425159.0,17623.0,0.031994,0.3043204312403444,0.0238107415855768,16,40,F
293,2106271.0,19957.0,0.000438,0.1605613201817847,0.0708650176956534,12,34,M
294,2858174.0,7252.0,0.034146,0.5413990082249398,0.1000512947877755,16,41,M
295,1608362.0,73347.0,0.025935,0.2761288108380522,0.1248058902514932,1,40,M
296,694350.0,33129.0,0.04799,0.0390242071888369,0.1006306021092386,7,25,M
297,3352821.0,0.0,0.006812,0.1823820473264631,0.1016520250644754,13,41,M
298,4036976.0,38509.0,0.001913,0.0697655822049823,0.11019368229306,11,39,F
299,4036582.0,47675.0,0.022944,0.4712734539437307,0.0993018263439381,16,44,M
300,4891488.0,0.0,0.063249,0.1755702118970342,0.1132857976913347,2,47,F
301,2644122.0,11513.0,0.015957,0.2227155916588617,0.1295898309247601,14,44,F
302,1932287.0,55553.0,0.055597,0.3610791756740582,0.1555399620635772,9,36,M
303,2586605.0,0.0,0.044324,0.5741655544034732,0.0553660415351114,16,24,F
304,1234445.0,52318.0,0.024753,0.6609785502330227,0.1173002038641784,1,29,M
305,2879918.0,24010.0,0.049253,0.0208257551313209,0.1533084188628791,9,23,M
306,1746477.0,0.0,0.032221,0.2898898595755951,0.062485387051907,12,45,F
307,1218070.0,187.0,0.034155,0.215480801095322,0.1573625393921278,5,29,M
308,1685780.0,54517.0,0.053151,0.3583938780146254,0.1389464091370321,4,40,F
309,114707.0,28084.0,0.06137,0.7443746192167681,0.1256981306815674,8,36,F
310,2873234.0,58692.0,0.038362,0.0397695831740428,0.16195126325536,2,29,F
311,4375855.0,66.0,0.04838,0.2818391320483623,0.1400426752186015,14,40,F
312,2401604.0,6496.0,0.028542,0.4736406857341076,0.0505775849022761,10,35,M
313,1829558.0,69492.0,0.004154,0.1050160795629698,0.1796169976594447,10,62,F
314,315625.0,0.0,0.02573,0.326373943197125,0.165916802296514,10,23,F
315,2790331.0,46702.0,0.045346,0.3582458737943884,0.1696267165111373,12,44,M
316,6240986.0,42205.0,0.048756,0.3645862194447052,0.0787192861904986,12,39,M
317,5469122.0,61037.0,0.022315,0.3305474463270066,0.1239938088878811,1,41,F
318,5422872.0,0.0,0.0255,0.5730380812304143,0.0920759866636707,16,37,M
319,2659799.0,66616.0,0.088072,0.5473251271320818,0.1011405492797655,5,35,M
320,3938589.0,5990.0,0.021569,0.5053317466414392,0.0627583463133532,13,44,F
321,6009283.0,0.0,0.028227,0.1529121853139279,0.0850202412783608,17,49,F
322,1639301.0,23990.0,0.049604,0.354005343476788,0.1091013035005849,9,50,M
323,1773189.0,27265.0,0.012451,0.1143465462298866,0.1071778330520628,17,53,M
324,1161365.0,8900.0,0.057567,0.3465126815858785,0.1132703218387053,16,29,F
325,3081716.0,0.0,0.088562,0.2510251834279305,0.1186460473341084,4,33,M
326,1713754.0,81329.0,0.065234,0.505621461169619,0.1232873851961203,7,14,F
327,4739700.0,2828.0,0.098198,0.1802459346796297,0.1352818115630801,9,37,M
328,186766.0,3024.0,0.02016,0.2904225363736263,0.1389425372866494,1,20,M
329,3795559.0,0.0,0.004046,0.4356103953626847,0.090938224523315,11,28,F
330,457794.0,64052.0,0.026922,0.3039435838890078,0.0635023316745742,16,30,M
331,2478657.0,25825.0,0.008205,0.4523767765521242,0.0780292861374384,4,32,M
332,4444916.0,0.0,0.035548,0.181566573009959,0.0813329776434858,4,49,M
333,7482964.0,0.0,0.046626,0.4919433409109391,0.1263281353584475,9,29,F
334,3115534.0,0.0,0.02777,0.246815561457239,0.1304813855983127,2,39,M
335,1690241.0,31961.0,0.02866,0.4134447339731557,0.160192911990979,2,31,F
336,624861.0,0.0,0.052662,0.2629867897372379,0.0601581263621641,15,22,F
